"x"
0.000566854689177462
0.000375135687655576
0.000248598017283996
0.000165081051438631
0.000109958427740091
7.35765167995473e-05
4.95637712725812e-05
3.3714869623943e-05
2.32542334487523e-05
1.63499373122793e-05
1.17928815931579e-05
8.78504151009908e-06
6.79970814656772e-06
5.48924532726881e-06
4.62420770472439e-06
4.05315773813517e-06
3.67614426695004e-06
3.42719795197542e-06
3.26277799098644e-06
3.15414676918192e-06
3.08233700846198e-06
3.03483000673437e-06
3.00336322357222e-06
2.98248325223964e-06
2.96859075845249e-06
2.95931012492777e-06
2.95307340686454e-06
2.94884573601271e-06
2.94594408303642e-06
2.94391763782106e-06
2.94246885859323e-06
2.94140136309715e-06
2.94058553595089e-06
2.9399358289602e-06
2.9393957789683e-06
2.93892811940094e-06
2.93850825373051e-06
2.93811994785959e-06
2.9377524870263e-06
2.93739879931713e-06
2.93705421715579e-06
2.93671565986642e-06
2.93638109415243e-06
2.93604917800401e-06
2.93571902567154e-06
2.93539005254427e-06
2.93506187276787e-06
2.93473423167036e-06
2.9344069611622e-06
2.93407995029959e-06
1.28508250005918e-06
1.16879519371516e-06
1.10508003201573e-06
1.04866419510722e-06
9.97603389687938e-07
9.51214780206057e-07
9.08945859480269e-07
8.70316288310937e-07
8.34907746275562e-07
8.02356871317656e-07
7.72348019847433e-07
7.44606895241238e-07
7.18894735078675e-07
6.95003305255253e-07
6.7275054768889e-07
6.51976876835994e-07
6.32542013213225e-07
6.14322299513755e-07
5.97208416591145e-07
5.81103446193967e-07
5.65921221222117e-07
5.51584921957986e-07
5.38025876786311e-07
5.25182537118556e-07
5.1299959776118e-07
5.01427241169125e-07
4.90420485747542e-07
4.79938622849549e-07
4.69944728911441e-07
4.60405241529273e-07
4.51289590510314e-07
4.42569875187453e-07
4.34220582770513e-07
4.26218339910896e-07
4.1854169606817e-07
4.1117092967239e-07
4.04087881033222e-07
3.97275798104588e-07
3.90719209086699e-07
3.84403794990284e-07
3.7831629861751e-07
3.72444410686245e-07
3.66776726373725e-07
3.61302634246568e-07
3.56012396533307e-07
3.50897123336458e-07
3.45949535168916e-07
3.41165354289472e-07
3.36550096292017e-07
3.321385618353e-07
2.64807536665148e-07
2.18851760074231e-07
1.85096954745225e-07
1.59365644311277e-07
1.39190859267443e-07
1.23015931249763e-07
1.09810100817211e-07
9.88646018670373e-08
8.96763812114197e-08
8.18789519723798e-08
7.51992158934164e-08
6.94297252444797e-08
6.44102053204202e-08
6.00149943269963e-08
5.61442577676706e-08
5.27177534592484e-08
4.96702995620384e-08
4.69484475885739e-08
4.45079875808917e-08
4.23120662938746e-08
4.03297387855734e-08
3.85348517313105e-08
3.69051643212367e-08
3.54216585333179e-08
